"OGE_ID","Name","Beschreibung","Vorraussetzungen","Type","Prio","Duration","Stepnum","Stepbeschr","Stepresult"
"","","","","","","","2.0","Dialog [IMPORT] im MTS.cm öffnen und Buchungseingang prüfen","Primärbuchungsobjekt wurde mit allen übermittelten Daten korrekt angelegt
- die Buchungsanfrage kann ohne Fehler geöffnet werden
- Antwort an das PKP: erfolgreiche Primärbuchung
- Entgelt konnte berechnet werden; Auktionsaufschlag ist enthalten
- die BK-Einbringung wurde durchgeführt"
"","","","","","","","3.0","Prüfen, ob E-Mail an TK versendet wurde","Nach Anlage der Primärbuchung ist eine Buchungsbestätigung (E-Mail) an den TK versendet worden"
"","","","","","","","4.0","Dialog [IMPORT] im MTS.cm öffnen und Buchungs-eingang prüfen","Im Dialog [IMPORT] ist ein neuer Eintrag mit Empfangsdatum, AuktionsID, ProduktID sowie der Status der Verarbeitung ""OK"" enthalten. Die XML-Datei der Nachricht ist aufrufbar. Die Option erneut verarbeiten ist nicht vorhanden."
"","","","","","","","5.0","Dialog Capacity Tracing im MTS.cm öffnen und Nachrichten prüfen","Im Dialog Capacity Tracing wird ein neuer Eintrag erzeugt. Dieser enthält Sendedatum, TransaktionsID und den Status der Nachricht zum Capacity.  Die XML-Datei der Nachricht ist aufrufbar."
"","","","","","","","6.0","Export an nachgelagerte Systeme über Exportschnittstelle des MTS.cm prüfen ","Erfolgreicher Export der neuen Primärbuchung und BK-Einbringung an nachgelagerte Systeme SAP-PI,  SAP-BW. "
"Testcase_22_BUCHAUK_104","Test: [KapMan2011] UC22_Buchung_von_Auktionsergebnissen - Testfall 4 (testfaelle_auktionsverarbeitung.xls)","siehe Testliste S:\WORKGRP\ecg_it\ECG Projekte\OGE\07_Kapman2011\04_Test\Gesamttest\D1.3\SST-Tests\testfaelle_auktionsverarbeitung.xls

 Request von PKP (Auktionsbuchung) bzw SoapUI-Request ist vorhanden
    Shipper:
        Shipper existiert als Transportkunde im TSO-Backend-System
        Shipper besitzt Recht am Netzpunkt Kapazität zu buchen
    Shipper-User:
        Shipper-User existiert als TK-User im TSO-Backend-System
        TK-User im TSO-Backend-System besitzt das Recht Kapazität zu buchen
    accountingGridID:
        BK-Code gültig
        TK zuordnungsermächtigt
    capacity:
        ""interval"" in der Buchungsanfrage vorhanden
        ""interval"" -> end > start
        ""interval"" liegt in der Zukunft
        ""direction"" am angefragten Netzpunkt möglich
        angefragte Punkt liegt im angefragten Marktgebiet (""methane"")
        die angefragte Unterbrechbarkeitsklasse ist beim TSO vorhanden (""interruptionCategory"")
    capacityTransformation:
        ""contractID"":
            ""contractID"" existiert in Primärbuchungen unterbrechbar die bezeichnete Primärbuchung
             unterbrechbar gehört nicht zum jetzt buchenden TK und/oder (beides testen) zum
             bezeichneten Netzpunkt
        accountingGridID:
            BK-Code gültig
            TK zuordnungsermächtigt
            es gibt ein Einbringungsobjekt unterbrechbar, das den bezeichnetetn BK bezeichnet
            das Einbringungsobjekt bezieht sich auf den Netzpunkt, den TK und die in contractID benannte 
            Primärbuchung unterbrechbar","A1. Auktionsergebnisse sollen automatisch und Schnittstellenkonform (vgl. [3]) vom MTS.cm empfangen und verarbeitet werden können.
/PF 112.1/ Bei Anlage einer Primärbuchung die aus einer Auktion resultiert, wird das Entgelt ermittelt und an der Primärbuchung gespeichert. Außerdem wird an der Primärbuchung der übermittelte Auktionsaufschlag abgelegt.
/PF 114.1/
Nach erfolgreicher Vertragsanlage erhält der TK-User eine Buchungsbestätigung per E-Mail.
/PF 100.2/ E+ sendet die Summe der Kapazität der einzelnen Primärbuchungen inkl. der Kapazitätsquellen, die nach /PF 100.1/ entstanden sind, an CapaCity.","Functional","Critical","","1.0","Ein Produkt entsprechend den Vorgaben erstellen","Produkt ist entsprechend der Vorgabe erstellt"
"","","","","","","","2.0","Die in den Vorbedingungen aufgeführte Buchung durchführen","Buchung kann fehlerfrei verschickt werden"
"","","","","","","","3.0","Dialog [IMPORT] im MTS.cm öffnen und Buchungseingang prüfen","Primärbuchungsobjekt wurde mit allen übermittelten Daten korrekt angelegt
- die Buchungsanfrage kann ohne Fehler geöffnet werden
- Antwort an das PKP: erfolgreiche Primärbuchung
- Entgelt konnte berechnet werden; Auktionsaufschlag ist enthalten
- die BK-Einbringung wurde durchgeführt"
"","","","","","","","4.0","Prüfen, ob E-Mail an TK versendet wurde","Nach Anlage der Primärbuchung ist eine Buchungsbestätigung (E-Mail) an den TK versendet worden"
"","","","","","","","5.0","Dialog empfangene Auktionsergebnisse im MTS.cm öffnen und Buchungs-eingang prüfen","Im Dialog ""Liste der Auktionsergebnisse"" ist ein neuer Eintrag mit Empfangsdatum, AuktionsID, ProduktID sowie der Status der Verarbeitung ""OK"" enthalten. Die XML-Datei der Nachricht ist aufrufbar. Die Option erneut verarbeiten ist nicht vorhanden."
"","","","","","","","6.0","Dialog Kommunikation mit Capacity"" im MTS.cm öffnen und Nachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält Sendedatum, TransaktionsID und den Status der Nachricht zum Capacity.  Die XML-Datei der Nachricht ist aufrufbar."
"","","","","","","","7.0","Export an nachgelagerte Systeme über Exportschnittstelle des MTS.cm prüfen ","Erfolgreicher Export der neuen Primärbuchung und BK-Einbringung an nachgelagerte Systeme SAP-PI,  SAP-BW. "
"Testcase_22_BUCHAUK_105","Test: [KapMan2011] UC22_Buchung_von_Auktionsergebnissen - Testfall 5 (testfaelle_auktionsverarbeitung.xls)","siehe Testliste S:\WORKGRP\ecg_it\ECG Projekte\OGE\07_Kapman2011\04_Test\Gesamttest\D1.3\SST-Tests\testfaelle_auktionsverarbeitung.xls

 Request von PKP (Auktionsbuchung) bzw SoapUI-Request ist vorhanden
    Shipper:
        Shipper existiert als Transportkunde im TSO-Backend-System
        Shipper besitzt Recht am Netzpunkt Kapazität zu buchen
    Shipper-User:
        Shipper-User existiert als TK-User im TSO-Backend-System
        TK-User im TSO-Backend-System besitzt das Recht Kapazität zu buchen
    accountingGridID:
        BK-Code gültig
        TK zuordnungsermächtigt
    capacity:
        ""interval"" in der Buchungsanfrage vorhanden
        ""interval"" -> end > start
        ""interval"" liegt in der Zukunft
        ""direction"" am angefragten Netzpunkt möglich
        angefragte Punkt liegt im angefragten Marktgebiet (""methane"")
        die angefragte Unterbrechbarkeitsklasse ist beim TSO vorhanden (""interruptionCategory"")
    capacityTransformation:
        ""contractID"":
            ""contractID"" existiert in Primärbuchungen unterbrechbar die bezeichnete Primärbuchung
             unterbrechbar gehört nicht zum jetzt buchenden TK und/oder (beides testen) zum
             bezeichneten Netzpunkt
        accountingGridID:
            BK-Code gültig
            TK zuordnungsermächtigt
            es gibt ein Einbringungsobjekt unterbrechbar, das den bezeichnetetn BK bezeichnet
            das Einbringungsobjekt bezieht sich auf den Netzpunkt, den TK und die in contractID benannte 
            Primärbuchung unterbrechbar","A1. Auktionsergebnisse sollen automatisch und Schnittstellenkonform (vgl. [3]) vom MTS.cm empfangen und verarbeitet werden können.
/PF 112.1/ Bei Anlage einer Primärbuchung die aus einer Auktion resultiert, wird das Entgelt ermittelt und an der Primärbuchung gespeichert. Außerdem wird an der Primärbuchung der übermittelte Auktionsaufschlag abgelegt.
/PF 114.1/
Nach erfolgreicher Vertragsanlage erhält der TK-User eine Buchungsbestätigung per E-Mail.
/PF 100.2/ E+ sendet die Summe der Kapazität der einzelnen Primärbuchungen inkl. der Kapazitätsquellen, die nach /PF 100.1/ entstanden sind, an CapaCity.","Functional","Critical","","1.0","Ein Produkt entsprechend den Vorgaben erstellen","Produkt ist entsprechend der Vorgabe erstellt"
"","","","","","","","2.0","Die in den Vorbedingungen aufgeführte Buchung durchführen","Buchung kann fehlerfrei verschickt werden"
"","","","","","","","3.0","Dialog [IMPORT] im MTS.cm öffnen und Buchungseingang prüfen","Primärbuchungsobjekt wurde mit allen übermittelten Daten korrekt angelegt
- die Buchungsanfrage kann ohne Fehler geöffnet werden
- Antwort an das PKP: erfolgreiche Primärbuchung
- Entgelt konnte berechnet werden; Auktionsaufschlag ist enthalten
- die BK-Einbringung wurde durchgeführt"
"","","","","","","","4.0","Prüfen, ob E-Mail an TK versendet wurde","Nach Anlage der Primärbuchung ist eine Buchungsbestätigung (E-Mail) an den TK versendet worden"
"","","","","","","","5.0","Dialog empfangene Auktionsergebnisse im MTS.cm öffnen und Buchungs-eingang prüfen","Im Dialog ""Liste der Auktionsergebnisse"" ist ein neuer Eintrag mit Empfangsdatum, AuktionsID, ProduktID sowie der Status der Verarbeitung ""OK"" enthalten. Die XML-Datei der Nachricht ist aufrufbar. Die Option erneut verarbeiten ist nicht vorhanden."
"","","","","","","","6.0","Dialog Kommunikation mit Capacity"" im MTS.cm öffnen und Nachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält Sendedatum, TransaktionsID und den Status der Nachricht zum Capacity.  Die XML-Datei der Nachricht ist aufrufbar."
"","","","","","","","7.0","Export an nachgelagerte Systeme über Exportschnittstelle des MTS.cm prüfen ","Erfolgreicher Export der neuen Primärbuchung und BK-Einbringung an nachgelagerte Systeme SAP-PI,  SAP-BW. "
"Testcase_22_BUCHAUK_106","Test: [KapMan2011] UC22_Buchung_von_Auktionsergebnissen - Testfall 6 (testfaelle_auktionsverarbeitung.xls)","siehe Testliste S:\WORKGRP\ecg_it\ECG Projekte\OGE\07_Kapman2011\04_Test\Gesamttest\D1.3\SST-Tests\testfaelle_auktionsverarbeitung.xls

 Request von PKP (Auktionsbuchung) bzw SoapUI-Request ist vorhanden
    Shipper:
        Shipper existiert als Transportkunde im TSO-Backend-System
        Shipper besitzt Recht am Netzpunkt Kapazität zu buchen
    Shipper-User:
        Shipper-User existiert als TK-User im TSO-Backend-System
        TK-User im TSO-Backend-System besitzt das Recht Kapazität zu buchen
    accountingGridID:
        BK-Code gültig
        TK zuordnungsermächtigt
    capacity:
        ""interval"" in der Buchungsanfrage vorhanden
        ""interval"" -> end > start
        ""interval"" liegt in der Zukunft
        ""direction"" am angefragten Netzpunkt möglich
        angefragte Punkt liegt im angefragten Marktgebiet (""methane"")
        die angefragte Unterbrechbarkeitsklasse ist beim TSO vorhanden (""interruptionCategory"")
    capacityTransformation:
        ""contractID"":
            ""contractID"" existiert in Primärbuchungen unterbrechbar die bezeichnete Primärbuchung
             unterbrechbar gehört nicht zum jetzt buchenden TK und/oder (beides testen) zum
             bezeichneten Netzpunkt
        accountingGridID:
            BK-Code gültig
            TK zuordnungsermächtigt
            es gibt ein Einbringungsobjekt unterbrechbar, das den bezeichnetetn BK bezeichnet
            das Einbringungsobjekt bezieht sich auf den Netzpunkt, den TK und die in contractID benannte 
            Primärbuchung unterbrechbar","A1. Auktionsergebnisse sollen automatisch und Schnittstellenkonform (vgl. [3]) vom MTS.cm empfangen und verarbeitet werden können.
/PF 112.1/ Bei Anlage einer Primärbuchung die aus einer Auktion resultiert, wird das Entgelt ermittelt und an der Primärbuchung gespeichert. Außerdem wird an der Primärbuchung der übermittelte Auktionsaufschlag abgelegt.
/PF 114.1/
Nach erfolgreicher Vertragsanlage erhält der TK-User eine Buchungsbestätigung per E-Mail.
/PF 100.2/ E+ sendet die Summe der Kapazität der einzelnen Primärbuchungen inkl. der Kapazitätsquellen, die nach /PF 100.1/ entstanden sind, an CapaCity.","Functional","Critical","","1.0","Ein Produkt entsprechend den Vorgaben erstellen","Produkt ist entsprechend der Vorgabe erstellt"
"","","","","","","","2.0","Die in den Vorbedingungen aufgeführte Buchung durchführen","Buchung kann fehlerfrei verschickt werden"
"","","","","","","","3.0","Dialog [IMPORT] im MTS.cm öffnen und Buchungseingang prüfen","Primärbuchungsobjekt wurde mit allen übermittelten Daten korrekt angelegt
- die Buchungsanfrage kann ohne Fehler geöffnet werden
- Antwort an das PKP: erfolgreiche Primärbuchung
- Entgelt konnte berechnet werden; Auktionsaufschlag ist enthalten
- die BK-Einbringung wurde durchgeführt"
"","","","","","","","4.0","Prüfen, ob E-Mail an TK versendet wurde","Nach Anlage der Primärbuchung ist eine Buchungsbestätigung (E-Mail) an den TK versendet worden"
"","","","","","","","5.0","Dialog empfangene Auktionsergebnisse im MTS.cm öffnen und Buchungs-eingang prüfen","Im Dialog ""Liste der Auktionsergebnisse"" ist ein neuer Eintrag mit Empfangsdatum, AuktionsID, ProduktID sowie der Status der Verarbeitung ""OK"" enthalten. Die XML-Datei der Nachricht ist aufrufbar. Die Option erneut verarbeiten ist nicht vorhanden."
"","","","","","","","6.0","Dialog Kommunikation mit Capacity"" im MTS.cm öffnen und Nachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält Sendedatum, TransaktionsID und den Status der Nachricht zum Capacity.  Die XML-Datei der Nachricht ist aufrufbar."
"","","","","","","","7.0","Export an nachgelagerte Systeme über Exportschnittstelle des MTS.cm prüfen ","Erfolgreicher Export der neuen Primärbuchung und BK-Einbringung an nachgelagerte Systeme SAP-PI,  SAP-BW. "
"Testcase_22_BUCHAUK_107","Test: [KapMan2011] UC22_Buchung_von_Auktionsergebnissen - Testfall 7 (testfaelle_auktionsverarbeitung.xls)","siehe Testliste S:\WORKGRP\ecg_it\ECG Projekte\OGE\07_Kapman2011\04_Test\Gesamttest\D1.3\SST-Tests\testfaelle_auktionsverarbeitung.xls

 Request von PKP (Auktionsbuchung) bzw SoapUI-Request ist vorhanden
    Shipper:
        Shipper existiert als Transportkunde im TSO-Backend-System
        Shipper besitzt Recht am Netzpunkt Kapazität zu buchen
    Shipper-User:
        Shipper-User existiert als TK-User im TSO-Backend-System
        TK-User im TSO-Backend-System besitzt das Recht Kapazität zu buchen
    accountingGridID:
        BK-Code gültig
        TK zuordnungsermächtigt
    capacity:
        ""interval"" in der Buchungsanfrage vorhanden
        ""interval"" -> end > start
        ""interval"" liegt in der Zukunft
        ""direction"" am angefragten Netzpunkt möglich
        angefragte Punkt liegt im angefragten Marktgebiet (""methane"")
        die angefragte Unterbrechbarkeitsklasse ist beim TSO vorhanden (""interruptionCategory"")
    capacityTransformation:
        ""contractID"":
            ""contractID"" existiert in Primärbuchungen unterbrechbar die bezeichnete Primärbuchung
             unterbrechbar gehört nicht zum jetzt buchenden TK und/oder (beides testen) zum
             bezeichneten Netzpunkt
        accountingGridID:
            BK-Code gültig
            TK zuordnungsermächtigt
            es gibt ein Einbringungsobjekt unterbrechbar, das den bezeichnetetn BK bezeichnet
            das Einbringungsobjekt bezieht sich auf den Netzpunkt, den TK und die in contractID benannte 
            Primärbuchung unterbrechbar","A1. Auktionsergebnisse sollen automatisch und Schnittstellenkonform (vgl. [3]) vom MTS.cm empfangen und verarbeitet werden können.
/PF 112.1/ Bei Anlage einer Primärbuchung die aus einer Auktion resultiert, wird das Entgelt ermittelt und an der Primärbuchung gespeichert. Außerdem wird an der Primärbuchung der übermittelte Auktionsaufschlag abgelegt.
/PF 114.1/
Nach erfolgreicher Vertragsanlage erhält der TK-User eine Buchungsbestätigung per E-Mail.
/PF 100.2/ E+ sendet die Summe der Kapazität der einzelnen Primärbuchungen inkl. der Kapazitätsquellen, die nach /PF 100.1/ entstanden sind, an CapaCity.","Functional","Critical","","1.0","Die in den Vorbedingungen aufgeführte Buchung durchführen","Buchung kann fehlerfrei verschickt werden"
"","","","","","","","2.0","Die in den Vorbedingungen aufgeführte Buchung durchführen","Buchung kann fehlerfrei verschickt werden"
"","","","","","","","3.0","Dialog [IMPORT] im MTS.cm öffnen und Buchungseingang prüfen","Primärbuchungsobjekt wurde mit allen übermittelten Daten korrekt angelegt
- die Buchungsanfrage kann ohne Fehler geöffnet werden
- Antwort an das PKP: erfolgreiche Primärbuchung
- Entgelt konnte berechnet werden; Auktionsaufschlag ist enthalten
- die BK-Einbringung wurde durchgeführt"
"","","","","","","","4.0","Prüfen, ob E-Mail an TK versendet wurde","Nach Anlage der Primärbuchung ist eine Buchungsbestätigung (E-Mail) an den TK versendet worden"
"","","","","","","","5.0","Dialog empfangene Auktionsergebnisse im MTS.cm öffnen und Buchungs-eingang prüfen","Im Dialog ""Liste der Auktionsergebnisse"" ist ein neuer Eintrag mit Empfangsdatum, AuktionsID, ProduktID sowie der Status der Verarbeitung ""OK"" enthalten. Die XML-Datei der Nachricht ist aufrufbar. Die Option erneut verarbeiten ist nicht vorhanden."
"","","","","","","","6.0","Dialog Kommunikation mit Capacity"" im MTS.cm öffnen und Nachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält Sendedatum, TransaktionsID und den Status der Nachricht zum Capacity.  Die XML-Datei der Nachricht ist aufrufbar."
"","","","","","","","7.0","Export an nachgelagerte Systeme über Exportschnittstelle des MTS.cm prüfen ","Erfolgreicher Export der neuen Primärbuchung und BK-Einbringung an nachgelagerte Systeme SAP-PI,  SAP-BW. "
"Testcase_22_BUCHAUK_108","Test: [KapMan2011] UC22_Buchung_von_Auktionsergebnissen - Testfall 8 (testfaelle_auktionsverarbeitung.xls)","siehe Testliste S:\WORKGRP\ecg_it\ECG Projekte\OGE\07_Kapman2011\04_Test\Gesamttest\D1.3\SST-Tests\testfaelle_auktionsverarbeitung.xls

 Request von PKP (Auktionsbuchung) bzw SoapUI-Request ist vorhanden
    Shipper:
        Shipper existiert als Transportkunde im TSO-Backend-System
        Shipper besitzt Recht am Netzpunkt Kapazität zu buchen
    Shipper-User:
        Shipper-User existiert als TK-User im TSO-Backend-System
        TK-User im TSO-Backend-System besitzt das Recht Kapazität zu buchen
    accountingGridID:
        BK-Code gültig
        TK zuordnungsermächtigt
    capacity:
        ""interval"" in der Buchungsanfrage vorhanden
        ""interval"" -> end > start
        ""interval"" liegt in der Zukunft
        ""direction"" am angefragten Netzpunkt möglich
        angefragte Punkt liegt im angefragten Marktgebiet (""methane"")
        die angefragte Unterbrechbarkeitsklasse ist beim TSO vorhanden (""interruptionCategory"")
    capacityTransformation:
        ""contractID"":
            ""contractID"" existiert in Primärbuchungen unterbrechbar die bezeichnete Primärbuchung
             unterbrechbar gehört nicht zum jetzt buchenden TK und/oder (beides testen) zum
             bezeichneten Netzpunkt
        accountingGridID:
            BK-Code gültig
            TK zuordnungsermächtigt
            es gibt ein Einbringungsobjekt unterbrechbar, das den bezeichnetetn BK bezeichnet
            das Einbringungsobjekt bezieht sich auf den Netzpunkt, den TK und die in contractID benannte 
            Primärbuchung unterbrechbar","A1. Auktionsergebnisse sollen automatisch und Schnittstellenkonform (vgl. [3]) vom MTS.cm empfangen und verarbeitet werden können.
/PF 112.1/ Bei Anlage einer Primärbuchung die aus einer Auktion resultiert, wird das Entgelt ermittelt und an der Primärbuchung gespeichert. Außerdem wird an der Primärbuchung der übermittelte Auktionsaufschlag abgelegt.
/PF 114.1/
Nach erfolgreicher Vertragsanlage erhält der TK-User eine Buchungsbestätigung per E-Mail.
/PF 100.2/ E+ sendet die Summe der Kapazität der einzelnen Primärbuchungen inkl. der Kapazitätsquellen, die nach /PF 100.1/ entstanden sind, an CapaCity.","Functional","Critical","","1.0","Ein Produkt entsprechend den Vorgaben erstellen","Produkt ist entsprechend der Vorgabe erstellt"
"","","","","","","","2.0","Die in den Vorbedingungen aufgeführte Buchung durchführen","Buchung kann fehlerfrei verschickt werden"
"","","","","","","","3.0","Dialog [IMPORT] im MTS.cm öffnen und Buchungseingang prüfen","Primärbuchungsobjekt wurde mit allen übermittelten Daten korrekt angelegt
- die Buchungsanfrage kann ohne Fehler geöffnet werden
- Antwort an das PKP: erfolgreiche Primärbuchung
- Entgelt konnte berechnet werden; Auktionsaufschlag ist enthalten
- die BK-Einbringung wurde durchgeführt"
"","","","","","","","4.0","Prüfen, ob E-Mail an TK versendet wurde","Nach Anlage der Primärbuchung ist eine Buchungsbestätigung (E-Mail) an den TK versendet worden"
"","","","","","","","5.0","Dialog empfangene Auktionsergebnisse im MTS.cm öffnen und Buchungs-eingang prüfen","Im Dialog ""Liste der Auktionsergebnisse"" ist ein neuer Eintrag mit Empfangsdatum, AuktionsID, ProduktID sowie der Status der Verarbeitung ""OK"" enthalten. Die XML-Datei der Nachricht ist aufrufbar. Die Option erneut verarbeiten ist nicht vorhanden."
"","","","","","","","6.0","Dialog Kommunikation mit Capacity"" im MTS.cm öffnen und Nachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält Sendedatum, TransaktionsID und den Status der Nachricht zum Capacity.  Die XML-Datei der Nachricht ist aufrufbar."
"","","","","","","","7.0","Export an nachgelagerte Systeme über Exportschnittstelle des MTS.cm prüfen ","Erfolgreicher Export der neuen Primärbuchung und BK-Einbringung an nachgelagerte Systeme SAP-PI,  SAP-BW. "
"Testcase_22_BUCHAUK_2","Test: [KapMan2011] UC22_Buchung_von_Auktionsergebnissen - Primärbuchung mit Umwandlung durchführen"," Request von PKP (Auktionsbuchung) bzw SoapUI-Request ist vorhanden
    Shipper:
        Shipper existiert als Transportkunde im TSO-Backend-System
        Shipper besitzt Recht am Netzpunkt Kapazität zu buchen
    Shipper-User:
        Shipper-User existiert als TK-User im TSO-Backend-System
        TK-User im TSO-Backend-System besitzt das Recht Kapazität zu buchen
    accountingGridID:
        BK-Code gültig
        TK zuordnungsermächtigt
    capacity:
        ""interval"" in der Buchungsanfrage vorhanden
        ""interval"" -> end > start
        ""interval"" liegt in der Zukunft
        ""direction"" am angefragten Netzpunkt möglich
        angefragte Punkt liegt im angefragten Marktgebiet (""methane"")
        die angefragte Unterbrechbarkeitsklasse ist beim TSO vorhanden (""interruptionCategory"")
    capacityTransformation:
        ""contractID"":
            ""contractID"" existiert in Primärbuchungen unterbrechbar
            die bezeichnete Primärbuchung unterbrechbar gehört  zum jetzt buchenden TK und 
            zum bezeichneten Netzpunkt
        accountingGridID:
            BK-Code gültig
            TK zuordnungsermächtigt
            es gibt ein Einbringungsobjekt unterbrechbar, das den bezeichnetetn BK bezeichnet
            das Einbringungsobjekt bezieht sich auf den Netzpunkt, den TK und die in contractID 
            benannte Primärbuchung unterbrechbar","A1. Auktionsergebnisse sollen automatisch und Schnittstellenkonform (vgl. [3]) vom MTS.cm empfangen und verarbeitet werden können. In der eingehenden Buchungsnachricht ist ein Umwandlungswunsch enthalten.
/PF 187.2/ Mit der Buchung der Umwandlung wird CapaCity entsprechend der Umwandlung ein Buchungsauftrag  gesendet.
/PF 196.1/ Entrix+ sendet nach erfolgreichem Abschluss einer Umwandlung eine Benachrichtigung (per E-Mail) an den TK-User.
/PF 192.1/ Nach einer erfolgreich durchgeführten Umwandlung werden die geänderten Kapazitätsmengen an BillIt (Primärbuchungen inkl. aller Umwandlungen) übermittelt.","Functional","Major","","1.0","Die in den Vorbedingungen aufgeführte Buchung durchführen","Buchung kann fehlerfrei verschickt werden"
"","","","","","","","2.0","Dialog [IMPORT] im MTS.cm öffnen und Buchungseingang prüfen","Primärbuchungsobjekt wurde mit allen übermittelten Daten korrekt angelegt
- die Buchungsanfrage kann ohne Fehler geöffnet werden
- Antwort an das PKP: erfolgreiche Primärbuchung
- Entgelt konnte berechnet werden; Auktionsaufschlag ist enthalten
- die Umwandlung konnte erfolgreich und der Reihenfolge nach (zuerst die Primärbuchung danach die Umwandlung) verarbeitet werden"
"","","","","","","","3.0","Umwandlungsobjekt prüfen","das Umwandlungsobjekt referenziert die unterbrechbare Primärbuchung"
"","","","","","","","4.0","Entgeltanpassung prüfen","In der unterbrechbaren Primärbuchung ist das Entgelt entsprechend der Umwandlungshöhe- und laufzeit geändert"
"","","","","","","","5.0","Dialog BK öffnen und Ausbringung der Umwandlung prüfen","Im zur Umwandlung angegebenen Bilanzkreis ist eine entsprechende Ausbringung angelegt worden"
"","","","","","","","6.0","Dialog empfangene Auktionsergebnisse im MTS.cm öffnen und Buchungs-eingang prüfen","Im Dialog ""Liste der Auktionsergebnisse"" ist ein neuer Eintrag mit Empfangsdatum, AuktionsID, ProduktID sowie der Status der Verarbeitung ""OK"" enthalten. Die XML-Datei der Nachricht ist aufrufbar. Die Option erneut verarbeiten ist nicht vorhanden."
"","","","","","","","7.0","Dialog Kommunikation mit Capacity"" im MTS.cm öffnen und Nachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag für die Auktionsverarbeitung erzeugt. Dieser enthält Sendedatum, TransaktionsID und den Status der Nachricht zum Capacity.  Die XML-Datei der Nachricht ist aufrufbar."
"","","","","","","","8.0","Dialog Kommunikation mit Capacity"" im MTS.cm öffnen und Nachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag für die Umwandlung erzeugt. Dieser enthält Sendedatum, TransaktionsID und den Status der Nachricht zum Capacity.  Die XML-Datei der Nachricht ist aufrufbar.
Die Zeitreihe VGU wurde entsprechend der Umwandlung reduziert"
"","","","","","","","9.0","Export an nachgelagerte Systeme über Exportschnittstelle des MTS.cm prüfen ","Erfolgreicher Export der neuen und alten Primärbuchung, sowie der Umwandlung und BK-Ein bzw. -ausbringung an nachgelagerte Systeme SAP-PI,  SAP-BW. "
"Testcase_22_BUCHAUK_3","Test: [KapMan2011] UC22_Buchung_von_Auktionsergebnissen - 1 - Eingangsdaten prüfen - unbekannter Shipperuser"," Request von PKP (Auktionsbuchung) bzw SoapUI-Reques ist vorhanden
    Shipper:
        Shipper existiert nicht als Transportkunde im TSO-Backend-System
        Shipper besitzt Recht am Netzpunkt Kapazität zu buchen
    Shipper-User:
        Shipper-User existiert nicht als TK-User im TSO-Backend-System
    accountingGridID:
        BK-Code gültig
        TK zuordnungsermächtigt
    capacity:
        ""interval"" in der Buchungsanfrage vorhanden
        ""interval"" korrekt -> end > start
        ""interval"" in der Zukunft
        ""direction"" am angefragten Netzpunkt möglich
        angefragte Punkt liegt im angefragten Marktgebiet (""methane"")
        die angefragte Unterbrechbarkeitsklasse ist beim TSO vorhanden (""interruptionCategory"")
    capacityTransformation:
        ""contractID"":
            ""contractID"" existiert in Primärbuchungen unterbrechbar
            die bezeichnete Primärbuchung unterbrechbar gehört zum jetzt buchenden TK und 
            zum bezeichneten Netzpunkt
        accountingGridID:
            BK-Code gültig
            TK zuordnungsermächtigt
            es gibt ein Einbringungsobjekt unterbrechbar, das den bezeichnetetn BK bezeichnet
            das Einbringungsobjekt bezieht sich auf den Netzpunkt, den TK und die in contractID 
            benannte Primärbuchung unterbrechbar","A1. Auktionsergebnisse sollen automatisch und Schnittstellenkonform (vgl. [3]) vom MTS.cm empfangen und verarbeitet werden können.

Request von PKP (Buchungsanfrage) ist vorhanden: XML_Request ""AuktionsBuchung"" muss entsprechend angepasst werden
Shipper: 
Shipper existiert nicht als Transportkunde im TSO-Backend-System","Functional","Minor","","1.0","Den Testfall BUCHAUK_3 durchführen.","Der Testfall läuft grün druch."
"","","","","","","","2.0","Die in den Vorbedingungen aufgeführte Buchung durchführen","Buchung kann fehlerfrei verschickt werden"
"","","","","","","","3.0","Dialog [IMPORT] im MTS.cm öffnen und Buchungseingang prüfen","- Primärbuchungsobjekt wurde nicht angelegt.
- Buchungsnachricht ist in der Importschnittstelle des cm mit Fehlermeldung zu sehen. 
Fehlerursache und Antwort an die PKP: Shipper-User existiert nicht als TK-User im TSO-Backend-System"
"","","","","","","","4.0","Dialog empfangene Auktionsergebnisse im MTS.cm öffnen und Buchungs-eingang prüfen","Im Dialog ""Import-Dialog"" ist ein neuer Eintrag mit Empfangsdatum, AuktionsID, ProduktID sowie der Status der Verarbeitung ""Fehler"" enthalten. Die XML-Datei der Nachricht ist aufrufbar. Die Option erneut verarbeiten ist vorhanden."
